"";"id";"ids";"survey_finish_time";"Sex";"Condition";"Year";"City_size";"Education_level";"year";"need_for_cognition";"cmx"
"69";16;9;840;1;"heterogeneous";35;5;6;35;95;0,950505190803579
"70";16;10;840;1;"heterogeneous";35;5;6;35;95;0
"71";17;1;668;2;"heterogeneous";24;1;3;24;74;0,696958588285121
"72";17;2;668;2;"heterogeneous";24;1;3;24;74;0,505743001545583
"73";17;3;668;2;"heterogeneous";24;1;3;24;74;0,71226821502147
"74";17;4;668;2;"heterogeneous";24;1;3;24;74;0,54910362774732
"75";17;5;668;2;"heterogeneous";24;1;3;24;74;0,644245046056593
"76";17;6;668;2;"heterogeneous";24;1;3;24;74;0,665541688517414
"77";17;7;668;2;"heterogeneous";24;1;3;24;74;0,457129672522925
"78";17;8;668;2;"heterogeneous";24;1;3;24;74;0,240216430679651
"79";17;9;668;2;"heterogeneous";24;1;3;24;74;0,116297374499408
"80";17;10;668;2;"heterogeneous";24;1;3;24;74;0,732624006290279
"81";18;1;915;1;"homogeneous";27;2;6;27;76;0,711584463345277
"82";18;2;915;1;"homogeneous";27;2;6;27;76;0,603967478960241
"83";18;3;915;1;"homogeneous";27;2;6;27;76;0,504361698709939
"84";18;4;915;1;"homogeneous";27;2;6;27;76;0,371971696925209
"85";18;5;915;1;"homogeneous";27;2;6;27;76;0,775263450381764
"86";18;6;915;1;"homogeneous";27;2;6;27;76;0,38462465720842
"87";18;7;915;1;"homogeneous";27;2;6;27;76;0,551604376059505
"88";18;8;915;1;"homogeneous";27;2;6;27;76;0,720909484017043
"89";18;9;915;1;"homogeneous";27;2;6;27;76;0,877073135823515
"90";18;10;915;1;"homogeneous";27;2;6;27;76;0,639503223330484
"91";20;1;807;2;"homogeneous";35;5;6;35;108;0,683830000105801
"92";20;2;807;2;"homogeneous";35;5;6;35;108;0,521281575004433
"93";20;3;807;2;"homogeneous";35;5;6;35;108;0,708527817087844
"94";20;4;807;2;"homogeneous";35;5;6;35;108;0,646435255608802
"95";20;5;807;2;"homogeneous";35;5;6;35;108;0,610366500673034
"96";20;6;807;2;"homogeneous";35;5;6;35;108;0,428640905007345
"97";20;7;807;2;"homogeneous";35;5;6;35;108;0,688221834890239
"98";20;8;807;2;"homogeneous";35;5;6;35;108;0,568998761771705
"99";20;9;807;2;"homogeneous";35;5;6;35;108;0,52049481923854
"100";20;10;807;2;"homogeneous";35;5;6;35;108;0,682142901160894
"101";21;1;1235;2;"homogeneous";55;2;3;55;108;0,811859858916188
"102";21;2;1235;2;"homogeneous";55;2;3;55;108;0,863947779107061
"103";21;3;1235;2;"homogeneous";55;2;3;55;108;0,769398726660962
"104";21;4;1235;2;"homogeneous";55;2;3;55;108;0,84975836957357
"105";21;5;1235;2;"homogeneous";55;2;3;55;108;0,613640118964357
"106";21;6;1235;2;"homogeneous";55;2;3;55;108;0,642093603317493
"107";21;7;1235;2;"homogeneous";55;2;3;55;108;0,622445556915518
"108";21;8;1235;2;"homogeneous";55;2;3;55;108;0,688221834890239
"109";21;9;1235;2;"homogeneous";55;2;3;55;108;0,668155839624437
"110";21;10;1235;2;"homogeneous";55;2;3;55;108;0,673559099899308
"111";22;2;862;2;"heterogeneous";45;5;6;45;79;0
"112";22;3;862;2;"heterogeneous";45;5;6;45;79;0,473102091754179
"113";22;4;862;2;"heterogeneous";45;5;6;45;79;0
"114";22;5;862;2;"heterogeneous";45;5;6;45;79;0,441039244699807
"115";22;6;862;2;"heterogeneous";45;5;6;45;79;0,275315499989498
"116";22;7;862;2;"heterogeneous";45;5;6;45;79;0,542928353672361
"117";22;8;862;2;"heterogeneous";45;5;6;45;79;0,684125707688175
"118";22;9;862;2;"heterogeneous";45;5;6;45;79;0
"119";22;10;862;2;"heterogeneous";45;5;6;45;79;0
"120";23;1;996;1;"heterogeneous";48;4;6;48;89;0,1728945160435
"121";23;2;996;1;"heterogeneous";48;4;6;48;89;0,116297374499408
"122";23;3;996;1;"heterogeneous";48;4;6;48;89;0
"123";23;4;996;1;"heterogeneous";48;4;6;48;89;0
"124";23;5;996;1;"heterogeneous";48;4;6;48;89;0
"125";23;6;996;1;"heterogeneous";48;4;6;48;89;0
"126";23;7;996;1;"heterogeneous";48;4;6;48;89;0
"127";23;8;996;1;"heterogeneous";48;4;6;48;89;0
"128";23;9;996;1;"heterogeneous";48;4;6;48;89;0
"129";23;10;996;1;"heterogeneous";48;4;6;48;89;0
"130";24;1;838;2;"heterogeneous";44;2;6;44;86;0,738731709917726
"131";24;2;838;2;"heterogeneous";44;2;6;44;86;0,692839749754399
"132";24;3;838;2;"heterogeneous";44;2;6;44;86;0,621484854263374
"133";24;4;838;2;"heterogeneous";44;2;6;44;86;0,862980269223447
"134";24;5;838;2;"heterogeneous";44;2;6;44;86;0,830426199493835
"135";24;6;838;2;"heterogeneous";44;2;6;44;86;0,81773496190594
"136";24;7;838;2;"heterogeneous";44;2;6;44;86;0,462515816909646
"137";24;8;838;2;"heterogeneous";44;2;6;44;86;0,714497056025784
"138";24;9;838;2;"heterogeneous";44;2;6;44;86;0,639114750293802
"139";24;10;838;2;"heterogeneous";44;2;6;44;86;0,599276594453384
"140";25;1;1273;1;"heterogeneous";39;1;4;39;108;0,653894158105915
"141";25;2;1273;1;"heterogeneous";39;1;4;39;108;0
"142";25;3;1273;1;"heterogeneous";39;1;4;39;108;0
"143";25;4;1273;1;"heterogeneous";39;1;4;39;108;0
"144";25;5;1273;1;"heterogeneous";39;1;4;39;108;0,521281575004433
"145";25;6;1273;1;"heterogeneous";39;1;4;39;108;0,563290983571872
"146";25;7;1273;1;"heterogeneous";39;1;4;39;108;0,262550319471241
"147";25;8;1273;1;"heterogeneous";39;1;4;39;108;0,737507473631701
"148";25;9;1273;1;"heterogeneous";39;1;4;39;108;0,593520889443611
"149";25;10;1273;1;"heterogeneous";39;1;4;39;108;0,685144370730964
"150";28;1;1205;2;"heterogeneous";35;2;6;35;108;0,717001103456489
"151";28;2;1205;2;"heterogeneous";35;2;6;35;108;0,72301294291512
"152";28;3;1205;2;"heterogeneous";35;2;6;35;108;0,894481334404708
"153";28;4;1205;2;"heterogeneous";35;2;6;35;108;0,537204424121513
"154";28;5;1205;2;"heterogeneous";35;2;6;35;108;0,812463966237181
"155";28;6;1205;2;"heterogeneous";35;2;6;35;108;0,364624346970567
"156";28;7;1205;2;"heterogeneous";35;2;6;35;108;0,340044896786038
"157";28;8;1205;2;"heterogeneous";35;2;6;35;108;0,776462388345515
"158";28;9;1205;2;"heterogeneous";35;2;6;35;108;0,585356854424121
"159";28;10;1205;2;"heterogeneous";35;2;6;35;108;0,955950860802367
"160";29;1;1043;2;"heterogeneous";27;5;6;27;102;0,770625463104155
"161";29;2;1043;2;"heterogeneous";27;5;6;27;102;0,751321765679499
"162";29;3;1043;2;"heterogeneous";27;5;6;27;102;0,503676889341032
"163";29;4;1043;2;"heterogeneous";27;5;6;27;102;0,594959407315131
"164";29;5;1043;2;"heterogeneous";27;5;6;27;102;0,55262156476924
"165";29;6;1043;2;"heterogeneous";27;5;6;27;102;0,439821671833514
"166";29;7;1043;2;"heterogeneous";27;5;6;27;102;0,622445556915518
"167";29;8;1043;2;"heterogeneous";27;5;6;27;102;0,613696937538547
"168";29;9;1043;2;"heterogeneous";27;5;6;27;102;0,668155839624437
"169";29;10;1043;2;"heterogeneous";27;5;6;27;102;0,568998761771705
"170";30;1;717;1;"heterogeneous";30;2;4;30;89;0,453036275248044
"171";30;2;717;1;"heterogeneous";30;2;4;30;89;0,66395636578755
"172";30;3;717;1;"heterogeneous";30;2;4;30;89;0,733791353758919
"173";30;4;717;1;"heterogeneous";30;2;4;30;89;0,603967478960241
"174";30;5;717;1;"heterogeneous";30;2;4;30;89;0,478480318471881
"175";30;6;717;1;"heterogeneous";30;2;4;30;89;0,607124886128957
"176";30;7;717;1;"heterogeneous";30;2;4;30;89;0,489511814580463
"177";30;8;717;1;"heterogeneous";30;2;4;30;89;0,424299252716035
"178";30;9;717;1;"heterogeneous";30;2;4;30;89;0,526112144743037
"179";30;10;717;1;"heterogeneous";30;2;4;30;89;0,481287679778889
"180";31;1;1614;1;"heterogeneous";32;5;6;32;96;0,863224331850875
"181";31;2;1614;1;"heterogeneous";32;5;6;32;96;0,497032976657418
"182";31;3;1614;1;"heterogeneous";32;5;6;32;96;0,716127375389041
"183";31;4;1614;1;"heterogeneous";32;5;6;32;96;0,340044896786038
"184";31;5;1614;1;"heterogeneous";32;5;6;32;96;0,648665654727082
"185";31;6;1614;1;"heterogeneous";32;5;6;32;96;0,395061383984854
"186";31;7;1614;1;"heterogeneous";32;5;6;32;96;0,669999975529857
"187";31;8;1614;1;"heterogeneous";32;5;6;32;96;0,570173199328046
"188";31;9;1614;1;"heterogeneous";32;5;6;32;96;0,711584463345277
"189";31;10;1614;1;"heterogeneous";32;5;6;32;96;0,639979578876818
"190";33;1;1189;1;"homogeneous";26;5;6;26;96;0,880776926881466
"191";33;2;1189;1;"homogeneous";26;5;6;26;96;0,396184286579908
"192";33;3;1189;1;"homogeneous";26;5;6;26;96;0,489511814580463
"193";33;4;1189;1;"homogeneous";26;5;6;26;96;0,275315499989498
"194";33;5;1189;1;"homogeneous";26;5;6;26;96;0,704899089664116
"195";33;6;1189;1;"homogeneous";26;5;6;26;96;0,703524586742632
"196";33;7;1189;1;"homogeneous";26;5;6;26;96;0,749255111381703
"197";33;8;1189;1;"homogeneous";26;5;6;26;96;0,658719081670099
"198";33;9;1189;1;"homogeneous";26;5;6;26;96;0,787067576711463
"199";33;10;1189;1;"homogeneous";26;5;6;26;96;0,357603432883041
"200";34;1;741;1;"homogeneous";28;3;6;28;76;0,378693157397875
"201";34;2;741;1;"homogeneous";28;3;6;28;76;0,682142901160894
"202";34;3;741;1;"homogeneous";28;3;6;28;76;0,487702053981943
"203";34;4;741;1;"homogeneous";28;3;6;28;76;0,593520889443611
"204";34;5;741;1;"homogeneous";28;3;6;28;76;0
"205";34;6;741;1;"homogeneous";28;3;6;28;76;0
"206";34;7;741;1;"homogeneous";28;3;6;28;76;0,116297374499408
"207";34;8;741;1;"homogeneous";28;3;6;28;76;0,596415153354984
"208";34;9;741;1;"homogeneous";28;3;6;28;76;0,7201130879195
"209";34;10;741;1;"homogeneous";28;3;6;28;76;0,737507473631701
"210";37;1;980;1;"heterogeneous";45;1;3;45;71;0,710153636926368
"211";37;2;980;1;"heterogeneous";45;1;3;45;71;0
"212";37;3;980;1;"heterogeneous";45;1;3;45;71;0
"213";37;4;980;1;"heterogeneous";45;1;3;45;71;0,213766708666833
"214";37;5;980;1;"heterogeneous";45;1;3;45;71;0
"215";37;6;980;1;"heterogeneous";45;1;3;45;71;0
"216";37;7;980;1;"heterogeneous";45;1;3;45;71;0,472523283473935
"217";37;8;980;1;"heterogeneous";45;1;3;45;71;0
"218";37;9;980;1;"heterogeneous";45;1;3;45;71;0
"219";37;10;980;1;"heterogeneous";45;1;3;45;71;0
"220";38;1;1603;2;"heterogeneous";49;2;6;49;99;0,865613319199262
"221";38;3;1603;2;"heterogeneous";49;2;6;49;99;0,701956950370297
"222";38;4;1603;2;"heterogeneous";49;2;6;49;99;0,592099196728389
"223";38;5;1603;2;"heterogeneous";49;2;6;49;99;0,697951293468544
"224";38;6;1603;2;"heterogeneous";49;2;6;49;99;0,897008113846587
"225";38;7;1603;2;"heterogeneous";49;2;6;49;99;0,676353552658386
"226";38;8;1603;2;"heterogeneous";49;2;6;49;99;0,747236932210006
"227";38;10;1603;2;"heterogeneous";49;2;6;49;99;0,7949880569061
"228";39;1;773;2;"homogeneous";61;2;2;61;72;0,538318070768718
"229";39;2;773;2;"homogeneous";61;2;2;61;72;0,764715042427887
"230";39;3;773;2;"homogeneous";61;2;2;61;72;0,747849497245865
"231";39;4;773;2;"homogeneous";61;2;2;61;72;0,61730874949994
"232";39;5;773;2;"homogeneous";61;2;2;61;72;0,606963439657608
"233";39;6;773;2;"homogeneous";61;2;2;61;72;0,763468119175127
"234";39;7;773;2;"homogeneous";61;2;2;61;72;0,547223419876848
"235";39;8;773;2;"homogeneous";61;2;2;61;72;0,875683529600068
"236";39;9;773;2;"homogeneous";61;2;2;61;72;0,9062041330652
"237";39;10;773;2;"homogeneous";61;2;2;61;72;0,630088197119051
"238";40;1;1007;1;"homogeneous";47;5;3;47;105;0,648208624971837
"239";40;2;1007;1;"homogeneous";47;5;3;47;105;0,831491288140004
"240";40;3;1007;1;"homogeneous";47;5;3;47;105;0,704899089664116
"241";40;4;1007;1;"homogeneous";47;5;3;47;105;0,754469052862723
"242";40;5;1007;1;"homogeneous";47;5;3;47;105;0,737830774816741
"243";40;6;1007;1;"homogeneous";47;5;3;47;105;0,691379242058955
"244";40;7;1007;1;"homogeneous";47;5;3;47;105;0,571359094992655
"245";40;8;1007;1;"homogeneous";47;5;3;47;105;0,796799986503282
"246";40;9;1007;1;"homogeneous";47;5;3;47;105;0,29914657073372
"247";40;10;1007;1;"homogeneous";47;5;3;47;105;0,224268938415175
"248";41;1;973;1;"homogeneous";55;3;3;55;95;0,938619885520144
"249";41;2;973;1;"homogeneous";55;3;3;55;95;0,477464404340753
"250";41;3;973;1;"homogeneous";55;3;3;55;95;0,780110162477792
"251";41;4;973;1;"homogeneous";55;3;3;55;95;0,883484431660473
"252";41;5;973;1;"homogeneous";55;3;3;55;95;0,376443669780479
"253";41;6;973;1;"homogeneous";55;3;3;55;95;0,436240463308542
"254";41;7;973;1;"homogeneous";55;3;3;55;95;0,676353552658386
"255";41;8;973;1;"homogeneous";55;3;3;55;95;0,565542035708887
"256";41;9;973;1;"homogeneous";55;3;3;55;95;0,524480531768999
"257";41;10;973;1;"homogeneous";55;3;3;55;95;0,639979578876818
"258";42;1;892;2;"homogeneous";50;5;3;50;104;0,758215167610166
"259";42;2;892;2;"homogeneous";50;5;3;50;104;0,71226821502147
"260";42;3;892;2;"homogeneous";50;5;3;50;104;0,536390377804119
"261";42;4;892;2;"homogeneous";50;5;3;50;104;0,608734887698996
"262";42;5;892;2;"homogeneous";50;5;3;50;104;0,876390324849784
"263";42;6;892;2;"homogeneous";50;5;3;50;104;0,836287244652942
"264";42;7;892;2;"homogeneous";50;5;3;50;104;0,831251366071063
"265";42;8;892;2;"homogeneous";50;5;3;50;104;0,662982576280008
"266";42;9;892;2;"homogeneous";50;5;3;50;104;0,724233934806816
"267";42;10;892;2;"homogeneous";50;5;3;50;104;0,618870200882975
"268";44;1;1038;2;"heterogeneous";63;5;6;63;97;0,410026088277017
"269";44;2;1038;2;"heterogeneous";63;5;6;63;97;0,685949701270342
"270";44;3;1038;2;"heterogeneous";63;5;6;63;97;0,769398726660962
"271";44;4;1038;2;"heterogeneous";63;5;6;63;97;0,704899089664116
"272";44;5;1038;2;"heterogeneous";63;5;6;63;97;0,701375557696085
"273";44;6;1038;2;"heterogeneous";63;5;6;63;97;0,73292001065708
"274";44;7;1038;2;"heterogeneous";63;5;6;63;97;0,717033419920426
"275";44;8;1038;2;"heterogeneous";63;5;6;63;97;0
"276";44;9;1038;2;"heterogeneous";63;5;6;63;97;0,68488658624058
"277";44;10;1038;2;"heterogeneous";63;5;6;63;97;0,489511814580463
"278";47;1;993;1;"heterogeneous";70;3;3;70;90;0,850534908508363
"279";47;2;993;1;"heterogeneous";70;3;3;70;90;0,260040142145999
"280";47;3;993;1;"heterogeneous";70;3;3;70;90;0,739223773190774
"281";47;4;993;1;"heterogeneous";70;3;3;70;90;0,670827449178039
"282";47;5;993;1;"heterogeneous";70;3;3;70;90;0,873194315269987
"283";47;6;993;1;"heterogeneous";70;3;3;70;90;0,613696937538547
"284";47;7;993;1;"heterogeneous";70;3;3;70;90;0,414393947635
"285";47;8;993;1;"heterogeneous";70;3;3;70;90;0,384881369746231
"286";47;9;993;1;"heterogeneous";70;3;3;70;90;0,663331875441107
"287";47;10;993;1;"heterogeneous";70;3;3;70;90;0,502995916459303
"288";48;1;732;1;"heterogeneous";32;1;3;32;107;0,557971539326254
"289";48;2;732;1;"heterogeneous";32;1;3;32;107;0,383095664199508
"290";48;3;732;1;"heterogeneous";32;1;3;32;107;0,875318378070242
"291";48;4;732;1;"heterogeneous";32;1;3;32;107;0,717033419920426
"292";48;5;732;1;"heterogeneous";32;1;3;32;107;0,694424704118805
"293";48;6;732;1;"heterogeneous";32;1;3;32;107;0,607124886128957
"294";48;7;732;1;"heterogeneous";32;1;3;32;107;0,787005496662139
"295";48;8;732;1;"heterogeneous";32;1;3;32;107;0,637901693381399
"296";48;9;732;1;"heterogeneous";32;1;3;32;107;0,775263450381764
"297";48;10;732;1;"heterogeneous";32;1;3;32;107;0,344570860471983
"298";49;1;958;1;"homogeneous";62;3;3;62;90;0,840134846351098
"299";49;2;958;1;"homogeneous";62;3;3;62;90;0,696958588285121
"300";49;3;958;1;"homogeneous";62;3;3;62;90;0,589263767716041
"301";49;4;958;1;"homogeneous";62;3;3;62;90;0,7201130879195
"302";49;5;958;1;"homogeneous";62;3;3;62;90;0,565542035708887
"303";49;6;958;1;"homogeneous";62;3;3;62;90;0,436240463308542
"304";49;7;958;1;"homogeneous";62;3;3;62;90;0,57872822035001
"305";49;8;958;1;"homogeneous";62;3;3;62;90;0,45808897577816
"306";49;9;958;1;"homogeneous";62;3;3;62;90;0,571359094992655
"307";49;10;958;1;"homogeneous";62;3;3;62;90;0,535499873151159
"308";50;1;786;1;"heterogeneous";27;5;5;27;98;0,668713726076039
"309";50;2;786;1;"heterogeneous";27;5;5;27;98;0,957252992978129
"310";50;3;786;1;"heterogeneous";27;5;5;27;98;0,725321184752244
"311";50;4;786;1;"heterogeneous";27;5;5;27;98;0,688221834890239
"312";50;5;786;1;"heterogeneous";27;5;5;27;98;0,622445556915518
"313";50;6;786;1;"heterogeneous";27;5;5;27;98;0,572556674546491
"314";50;7;786;1;"heterogeneous";27;5;5;27;98;0,563290983571872
"315";50;8;786;1;"heterogeneous";27;5;5;27;98;0,778885624201287
"316";50;9;786;1;"heterogeneous";27;5;5;27;98;0,688095844295162
"317";50;10;786;1;"heterogeneous";27;5;5;27;98;0,704899089664116
"318";53;1;684;1;"homogeneous";28;4;6;28;86;0,854301096641824
"319";53;2;684;1;"homogeneous";28;4;6;28;86;0,451215555480266
"320";53;3;684;1;"homogeneous";28;4;6;28;86;0,471434348885388
"321";53;4;684;1;"homogeneous";28;4;6;28;86;0,116297374499408
"322";53;5;684;1;"homogeneous";28;4;6;28;86;0
"323";53;6;684;1;"homogeneous";28;4;6;28;86;0
"324";53;7;684;1;"homogeneous";28;4;6;28;86;0
"325";53;8;684;1;"homogeneous";28;4;6;28;86;0
"326";53;9;684;1;"homogeneous";28;4;6;28;86;0
"327";53;10;684;1;"homogeneous";28;4;6;28;86;0
"328";54;1;873;1;"heterogeneous";28;2;3;28;92;0,806631309313689
"329";54;2;873;1;"heterogeneous";28;2;3;28;92;0,467767975092068
"330";54;3;873;1;"heterogeneous";28;2;3;28;92;0,610366500673034
"331";54;4;873;1;"heterogeneous";28;2;3;28;92;0,640592131405603
"332";54;5;873;1;"heterogeneous";28;2;3;28;92;0,525293600629804
"333";54;6;873;1;"heterogeneous";28;2;3;28;92;0,769398726660962
"334";54;7;873;1;"heterogeneous";28;2;3;28;92;0
"335";54;8;873;1;"heterogeneous";28;2;3;28;92;0,507140181772946
"336";54;9;873;1;"heterogeneous";28;2;3;28;92;0,782205649398542
"337";54;10;873;1;"heterogeneous";28;2;3;28;92;0,24892143889938
"338";55;1;987;1;"homogeneous";29;2;6;29;92;0
"339";55;2;987;1;"homogeneous";29;2;6;29;92;0,473102091754179
"340";55;3;987;1;"homogeneous";29;2;6;29;92;0
"341";55;4;987;1;"homogeneous";29;2;6;29;92;0,116297374499408
"342";55;5;987;1;"homogeneous";29;2;6;29;92;0
"343";55;6;987;1;"homogeneous";29;2;6;29;92;0,116297374499408
"344";55;7;987;1;"homogeneous";29;2;6;29;92;0
"345";55;8;987;1;"homogeneous";29;2;6;29;92;0
"346";55;9;987;1;"homogeneous";29;2;6;29;92;0,116297374499408
"347";55;10;987;1;"homogeneous";29;2;6;29;92;0
"348";56;3;977;2;"heterogeneous";67;4;5;67;91;0,701900722616486
"349";56;4;977;2;"heterogeneous";67;4;5;67;91;0,677037184698848
"350";56;5;977;2;"heterogeneous";67;4;5;67;91;0,729939383862435
"351";56;6;977;2;"heterogeneous";67;4;5;67;91;0,877073135823515
"352";56;7;977;2;"heterogeneous";67;4;5;67;91;0,854022324034104
"353";56;8;977;2;"heterogeneous";67;4;5;67;91;0,573763810837985
"354";56;9;977;2;"heterogeneous";67;4;5;67;91;0,869023277010139
"355";56;10;977;2;"heterogeneous";67;4;5;67;91;0,548978201817799
"356";57;1;911;2;"heterogeneous";34;3;6;34;95;0,75658231773373
"357";57;2;911;2;"heterogeneous";34;3;6;34;95;0
"358";57;3;911;2;"heterogeneous";34;3;6;34;95;0
"359";57;4;911;2;"heterogeneous";34;3;6;34;95;0
"360";57;5;911;2;"heterogeneous";34;3;6;34;95;0
"361";57;6;911;2;"heterogeneous";34;3;6;34;95;0,513204392907077
"362";57;7;911;2;"heterogeneous";34;3;6;34;95;0,697951293468544
"363";57;8;911;2;"heterogeneous";34;3;6;34;95;0,564411298797084
"364";57;9;911;2;"heterogeneous";34;3;6;34;95;0,472523283473935
"365";57;10;911;2;"heterogeneous";34;3;6;34;95;0,515878314729562
"366";58;1;1292;1;"heterogeneous";29;2;6;29;98;0,674158366603901
"367";58;2;1292;1;"heterogeneous";29;2;6;29;98;0,802218526876384
"368";58;3;1292;1;"heterogeneous";29;2;6;29;98;0,566683390023979
"369";58;4;1292;1;"heterogeneous";29;2;6;29;98;0,55262156476924
"370";58;5;1292;1;"heterogeneous";29;2;6;29;98;0,116297374499408
"371";58;6;1292;1;"heterogeneous";29;2;6;29;98;0,948937897606255
"372";58;7;1292;1;"heterogeneous";29;2;6;29;98;0,62132647769627
"373";58;8;1292;1;"heterogeneous";29;2;6;29;98;0,830426199493835
"374";58;9;1292;1;"heterogeneous";29;2;6;29;98;0,436240463308542
"375";58;10;1292;1;"heterogeneous";29;2;6;29;98;0,589263767716041
"376";62;1;1325;1;"heterogeneous";61;4;6;61;93;0,858140047195272
"377";62;2;1325;1;"heterogeneous";61;4;6;61;93;0,490733466486387
"378";62;3;1325;1;"heterogeneous";61;4;6;61;93;0,594959407315131
"379";62;4;1325;1;"heterogeneous";61;4;6;61;93;0,411812628823797
"380";62;5;1325;1;"heterogeneous";61;4;6;61;93;0,532866845836089
"381";62;6;1325;1;"heterogeneous";61;4;6;61;93;0,736872293777594
"382";62;7;1325;1;"heterogeneous";61;4;6;61;93;0,529442581608548
